Unnamed: 0,id,place,speedrun_link,primary_time_seconds,real_time_seconds,player_name,player_country,platform,verified
30,y98l6wkz,31,http://www.speedrun.com/sm64/run/y98l6wkz,909.93,909.93,Joshua_iz_drunk,Ireland,EMU,Yes
31,zgqk9l0y,32,http://www.speedrun.com/sm64/run/zgqk9l0y,910.6,910.6,Zhilkan,Spain,EMU,Yes
32,mrx6l3dm,33,http://www.speedrun.com/sm64/run/mrx6l3dm,912.16,912.16,NotGorilla,Sweden,EMU,Yes
33,yv7eoo6y,34,http://www.speedrun.com/sm64/run/yv7eoo6y,913.33,913.33,TheBest2272,Spain,EMU,Yes
34,y8g7lenz,35,http://www.speedrun.com/sm64/run/y8g7lenz,913.56,913.56,Flixer,United States,N64,Yes
35,z1p04l9z,36,http://www.speedrun.com/sm64/run/z1p04l9z,913.66,913.66,cheese,Spain,N64,Yes
36,m7x80r4y,37,http://www.speedrun.com/sm64/run/m7x80r4y,913.83,913.83,Benji64,Austria,N64,Yes
37,yoe89n5z,38,http://www.speedrun.com/sm64/run/yoe89n5z,916.58,916.58,darkdog47,United States,N64,Yes
38,me10ww3y,39,http://www.speedrun.com/sm64/run/me10ww3y,916.78,916.78,Jaybomb,United States,N64,Yes
39,zx6jr85z,40,http://www.speedrun.com/sm64/run/zx6jr85z,916.83,916.83,taihou,Japan,EMU,Yes
40,ylx51g2y,41,http://www.speedrun.com/sm64/run/ylx51g2y,917.75,917.75,phyxius6,United States,N64,Yes
41,ydllg7xz,42,http://www.speedrun.com/sm64/run/ydllg7xz,917.76,917.76,vitroncio,Brazil,N64,Yes
42,mkkp5lvm,43,http://www.speedrun.com/sm64/run/mkkp5lvm,918.0,918.0,marlene,,N64,Yes
43,zg9wpl0m,44,http://www.speedrun.com/sm64/run/zg9wpl0m,919.33,919.33,Carlo64,Norway,N64,Yes
44,y23o4v5m,45,http://www.speedrun.com/sm64/run/y23o4v5m,919.55,919.55,YuraMofu,Japan,N64,Yes
45,yj8jnodm,46,http://www.speedrun.com/sm64/run/yj8jnodm,919.86,919.86,Dezanig,Brazil,N64,Yes
46,y4645e2z,47,http://www.speedrun.com/sm64/run/y4645e2z,920.3,920.3,Maosfx,United States,N64,Yes
47,zpd7w2vz,48,http://www.speedrun.com/sm64/run/zpd7w2vz,920.31,920.31,carrickdan,Ireland,N64,Yes
48,zg62n2em,49,http://www.speedrun.com/sm64/run/zg62n2em,921.06,921.06,piposaru,Japan,N64,Yes
49,yv778q4y,50,http://www.speedrun.com/sm64/run/yv778q4y,921.45,921.45,Kally,United States,N64,Yes
50,zqdvn1rm,51,http://www.speedrun.com/sm64/run/zqdvn1rm,922.1,922.1,MrDasho,Ecuador,EMU,Yes
51,z52pd7gz,52,http://www.speedrun.com/sm64/run/z52pd7gz,922.81,922.81,MrJimmysteel25,United States,N64,Yes
52,yljpq1rm,53,http://www.speedrun.com/sm64/run/yljpq1rm,922.98,922.98,Goldrush,Japan,N64,Yes
53,zngkw3lm,54,http://www.speedrun.com/sm64/run/zngkw3lm,923.35,923.35,Karin,Japan,N64,Yes
54,yl5oel3z,55,http://www.speedrun.com/sm64/run/yl5oel3z,924.06,924.06,Ian_1243,Peru,EMU,Yes
55,8m72x69z,56,http://www.speedrun.com/sm64/run/8m72x69z,924.33,924.33,Xiah,Japan,N64,Yes
56,ylx0wxny,57,http://www.speedrun.com/sm64/run/ylx0wxny,924.9,924.9,GroundPoundGary,United States,N64,Yes
57,yv7747ey,58,http://www.speedrun.com/sm64/run/yv7747ey,925.0,925.0,happydude124,United States,EMU,Yes
58,mrv2odgz,59,http://www.speedrun.com/sm64/run/mrv2odgz,926.0,926.0,Cysse,France,EMU,Yes
59,zpxr19nm,59,http://www.speedrun.com/sm64/run/zpxr19nm,926.0,926.0,BigCheese,United States,VC,Yes
60,yjx2rrdz,61,http://www.speedrun.com/sm64/run/yjx2rrdz,926.4,926.4,JJsrl,United States,N64,Yes
61,yo01q97y,62,http://www.speedrun.com/sm64/run/yo01q97y,926.85,926.85,Xein64,Germany,N64,Yes
62,zx5o2wqm,63,http://www.speedrun.com/sm64/run/zx5o2wqm,926.86,926.86,ZeusSM64,New Zealand,N64,Yes
63,zg21rxey,64,http://www.speedrun.com/sm64/run/zg21rxey,927.0,927.0,ShaDowSPoweR,France,EMU,Yes
64,m733v75y,65,http://www.speedrun.com/sm64/run/m733v75y,927.28,927.28,mdgrav,Norway,N64,Yes
65,zg887xey,66,http://www.speedrun.com/sm64/run/zg887xey,927.38,927.38,FailmanFlo,Germany,N64,Yes
66,z5wqw1dz,67,http://www.speedrun.com/sm64/run/z5wqw1dz,927.46,927.46,Vadien,United States,N64,Yes
67,mex90e3z,68,http://www.speedrun.com/sm64/run/mex90e3z,927.92,927.92,anti,,N64,Yes
68,y2886l9y,69,http://www.speedrun.com/sm64/run/y2886l9y,928.0,928.0,BenedictFleur123,Netherlands,EMU,Yes
69,zn55429z,70,http://www.speedrun.com/sm64/run/zn55429z,928.26,928.26,jaquarium,United States,N64,Yes
70,mexek9qz,71,http://www.speedrun.com/sm64/run/mexek9qz,928.83,928.83,Biinny,England,N64,Yes
71,mk2jrdlm,72,http://www.speedrun.com/sm64/run/mk2jrdlm,929.0,929.0,TriforceTK,United States,EMU,Yes
72,zgl8o4em,73,http://www.speedrun.com/sm64/run/zgl8o4em,929.03,929.03,HorrorDoesSpeedRuns,United States,N64,Yes
73,ylj388nm,74,http://www.speedrun.com/sm64/run/ylj388nm,929.29,929.29,Armada,Sweden,N64,Yes
74,pm3g2g6z,75,http://www.speedrun.com/sm64/run/pm3g2g6z,929.36,929.36,,,N64,Yes
75,mr4p3e7z,76,http://www.speedrun.com/sm64/run/mr4p3e7z,930.0,930.0,NawidNation,Canada,VC,Yes
76,yo0wog1y,76,http://www.speedrun.com/sm64/run/yo0wog1y,930.0,930.0,dumpdome64,United States,EMU,Yes
77,yvx70jez,76,http://www.speedrun.com/sm64/run/yvx70jez,930.0,930.0,Chemus,Brazil,EMU,Yes
78,zxjeo18y,76,http://www.speedrun.com/sm64/run/zxjeo18y,930.0,930.0,Zeohite,France,EMU,Yes
79,zx0njj8z,76,http://www.speedrun.com/sm64/run/zx0njj8z,930.0,930.0,Petalite,Brazil,EMU,Yes
80,z1rkonrm,81,http://www.speedrun.com/sm64/run/z1rkonrm,930.16,930.16,Taggo,Sweden,N64,Yes
81,zx6x8eqz,82,http://www.speedrun.com/sm64/run/zx6x8eqz,930.33,930.33,manxmud,United States,N64,Yes
82,ywnk7lpy,83,http://www.speedrun.com/sm64/run/ywnk7lpy,930.4,930.4,Redmoss,United States,N64,Yes
83,mkw0qe3m,84,http://www.speedrun.com/sm64/run/mkw0qe3m,930.73,930.73,xWicko,Australia,N64,Yes
84,ylxlv43y,85,http://www.speedrun.com/sm64/run/ylxlv43y,931.0,931.0,tiles_,Ireland,EMU,Yes
85,z0jo824y,86,http://www.speedrun.com/sm64/run/z0jo824y,931.36,931.36,Nicolascs83,Spain,N64,Yes
86,zxo5j98z,87,http://www.speedrun.com/sm64/run/zxo5j98z,931.56,931.56,saksdal,United States,N64,Yes
87,yvvddv6y,88,http://www.speedrun.com/sm64/run/yvvddv6y,932.0,932.0,Soda,,VC,Yes
88,y8g4rgwz,88,http://www.speedrun.com/sm64/run/y8g4rgwz,932.0,932.0,ElDeve,Argentina,EMU,No
89,yj7wxvdy,88,http://www.speedrun.com/sm64/run/yj7wxvdy,932.0,932.0,MILO218GX,Venezuela,EMU,Yes
90,m7d3r6wm,91,http://www.speedrun.com/sm64/run/m7d3r6wm,932.06,932.06,Gainai,Germany,N64,Yes
91,m3l40vgm,91,http://www.speedrun.com/sm64/run/m3l40vgm,932.06,932.06,Scythamer,United States,N64,Yes
92,me2p0d0m,93,http://www.speedrun.com/sm64/run/me2p0d0m,932.11,932.11,Seceon,Chile,N64,Yes
93,yd4xdq0y,94,http://www.speedrun.com/sm64/run/yd4xdq0y,932.69,932.69,Dorious,Australia,N64,Yes
94,y9e48vkz,95,http://www.speedrun.com/sm64/run/y9e48vkz,932.88,932.88,oatslice,Australia,N64,Yes
95,zpok558m,96,http://www.speedrun.com/sm64/run/zpok558m,933.0,933.0,JumboJolt,Antarctica,EMU,Yes
96,z5w4exnz,96,http://www.speedrun.com/sm64/run/z5w4exnz,933.0,933.0,piegolds,Australia,EMU,Yes
97,y25dx8jy,98,http://www.speedrun.com/sm64/run/y25dx8jy,933.13,933.13,Fafel,Japan,N64,Yes
98,y6vl5p0m,99,http://www.speedrun.com/sm64/run/y6vl5p0m,933.35,933.35,Burnito,France,N64,Yes
99,z07xvv9y,100,http://www.speedrun.com/sm64/run/z07xvv9y,933.99,933.99,Xoofey,United States,N64,Yes
