Unnamed: 0,id,place,speedrun_link,primary_time_seconds,real_time_seconds,player_name,player_country,platform,verified
23,y2pn586z,22,http://www.speedrun.com/sm64/run/y2pn586z,2843,2843,cheese,Spain,N64,Yes
24,yo5kgddz,25,http://www.speedrun.com/sm64/run/yo5kgddz,2845,2845,Karin,Japan,N64,Yes
25,z1x2q7wm,26,http://www.speedrun.com/sm64/run/z1x2q7wm,2847,2847,Biinny,England,N64,Yes
26,znv5po3m,27,http://www.speedrun.com/sm64/run/znv5po3m,2849,2849,Zhilkan,Spain,EMU,Yes
27,yvxrkeez,28,http://www.speedrun.com/sm64/run/yvxrkeez,2851,2851,Dowsky,United States,N64,Yes
28,zqpv1j5m,28,http://www.speedrun.com/sm64/run/zqpv1j5m,2851,2851,Smau,Finland,N64,Yes
29,y8goow5z,28,http://www.speedrun.com/sm64/run/y8goow5z,2851,2851,jaquarium,United States,N64,Yes
30,y8dw71wz,31,http://www.speedrun.com/sm64/run/y8dw71wz,2855,2855,darkdog47,United States,N64,Yes
31,zpw6d88y,32,http://www.speedrun.com/sm64/run/zpw6d88y,2856,2856,Scythamer,United States,N64,Yes
32,zgq48vdy,33,http://www.speedrun.com/sm64/run/zgq48vdy,2857,2857,Dezanig,Brazil,N64,Yes
33,yddx4q0y,34,http://www.speedrun.com/sm64/run/yddx4q0y,2858,2858,Sigotu,Poland,EMU,Yes
34,yd2dj4jm,35,http://www.speedrun.com/sm64/run/yd2dj4jm,2862,2862,Chemus,Brazil,EMU,Yes
35,mkd23l3y,36,http://www.speedrun.com/sm64/run/mkd23l3y,2863,2863,simply,United States,N64,Yes
36,mko3l01z,36,http://www.speedrun.com/sm64/run/mko3l01z,2863,2863,Carlos64,Spain,EMU,Yes
37,m3vweewz,38,http://www.speedrun.com/sm64/run/m3vweewz,2865,2865,taciturn,United States,EMU,Yes
38,y4qvrddm,39,http://www.speedrun.com/sm64/run/y4qvrddm,2866,2866,Aleph64,Germany,VC,Yes
39,m7wr5j4z,40,http://www.speedrun.com/sm64/run/m7wr5j4z,2867,2867,ChipGroove,United States,N64,Yes
40,y8k7g01y,41,http://www.speedrun.com/sm64/run/y8k7g01y,2868,2868,Soda,,VC,Yes
41,ywgneq3z,42,http://www.speedrun.com/sm64/run/ywgneq3z,2872,2872,HorrorDoesSpeedRuns,United States,N64,Yes
42,yvp55k8y,43,http://www.speedrun.com/sm64/run/yvp55k8y,2873,2873,Dekudude,England,N64,Yes
43,y9klgokz,43,http://www.speedrun.com/sm64/run/y9klgokz,2873,2873,Xiah,Japan,N64,Yes
44,zq2nwl5z,45,http://www.speedrun.com/sm64/run/zq2nwl5z,2874,2874,Sunnard,France,EMU,Yes
45,zp56jpny,45,http://www.speedrun.com/sm64/run/zp56jpny,2874,2874,bev_prune_,Australia,N64,Yes
46,ydr2q0xz,47,http://www.speedrun.com/sm64/run/ydr2q0xz,2875,2875,hokorobi,Japan,N64,Yes
47,yl64xnxy,48,http://www.speedrun.com/sm64/run/yl64xnxy,2877,2877,vitroncio,Brazil,N64,Yes
48,z1kl3j9y,49,http://www.speedrun.com/sm64/run/z1kl3j9y,2878,2878,Drac,Brazil,N64,Yes
49,y6j5650m,50,http://www.speedrun.com/sm64/run/y6j5650m,2879,2879,happydude124,United States,EMU,Yes
50,m3w9kvgy,51,http://www.speedrun.com/sm64/run/m3w9kvgy,2880,2880,JJsrl,United States,VC,Yes
51,z00ep1ez,51,http://www.speedrun.com/sm64/run/z00ep1ez,2880,2880,Banova8,France,N64,Yes
52,z0kpg7em,53,http://www.speedrun.com/sm64/run/z0kpg7em,2881,2881,BlueBob,Canada,N64,Yes
53,yvnndjom,54,http://www.speedrun.com/sm64/run/yvnndjom,2882,2882,crazywhw,United States,N64,Yes
54,8y8nlddy,55,http://www.speedrun.com/sm64/run/8y8nlddy,2894,2894,batora,Japan,N64,Yes
55,yd6wlnvz,55,http://www.speedrun.com/sm64/run/yd6wlnvz,2894,2894,Paracusia,Australia,N64,Yes
56,mkp9q21y,55,http://www.speedrun.com/sm64/run/mkp9q21y,2894,2894,Redmoss,United States,N64,Yes
57,zpxk0pnm,58,http://www.speedrun.com/sm64/run/zpxk0pnm,2895,2895,Keubab,France,N64,Yes
58,zx8g4kqm,59,http://www.speedrun.com/sm64/run/zx8g4kqm,2896,2896,Afrodafro,Norway,N64,Yes
59,y6elnejz,59,http://www.speedrun.com/sm64/run/y6elnejz,2896,2896,FailmanFlo,Germany,N64,Yes
60,zqwn21rz,61,http://www.speedrun.com/sm64/run/zqwn21rz,2897,2897,Gainai,Germany,N64,Yes
61,ywgnw20z,61,http://www.speedrun.com/sm64/run/ywgnw20z,2897,2897,Dude095,United States,EMU,Yes
62,y4lwwjdz,63,http://www.speedrun.com/sm64/run/y4lwwjdz,2898,2898,lerrythelobtser,Canada,N64,Yes
63,me7glq8y,64,http://www.speedrun.com/sm64/run/me7glq8y,2899,2899,Maosfx,United States,VC,Yes
64,me8296qm,65,http://www.speedrun.com/sm64/run/me8296qm,2900,2900,V1RO,Canada,N64,Yes
65,mk4pgr1y,66,http://www.speedrun.com/sm64/run/mk4pgr1y,2902,2902,,,N64,Yes
66,zng731lm,66,http://www.speedrun.com/sm64/run/zng731lm,2902,2902,ZUMMI,Italy,EMU,Yes
67,ydg55pxy,68,http://www.speedrun.com/sm64/run/ydg55pxy,2903,2903,Mitagi,Japan,N64,Yes
68,zn4g8v3m,69,http://www.speedrun.com/sm64/run/zn4g8v3m,2904,2904,Liam,United States,N64,Yes
69,zqwq7j9z,69,http://www.speedrun.com/sm64/run/zqwq7j9z,2904,2904,Nebula,Australia,EMU,Yes
70,m3wvdndy,71,http://www.speedrun.com/sm64/run/m3wvdndy,2905,2905,piegolds,Australia,EMU,Yes
71,zqer725z,72,http://www.speedrun.com/sm64/run/zqer725z,2906,2906,Kaimatix,England,N64,No
72,y6q0866z,72,http://www.speedrun.com/sm64/run/y6q0866z,2906,2906,sorichi,Japan,N64,No
73,nz1lv6jm,74,http://www.speedrun.com/sm64/run/nz1lv6jm,2908,2908,siglemic,United States,VC,Yes
74,mr4w5e2z,75,http://www.speedrun.com/sm64/run/mr4w5e2z,2909,2909,Flixer,United States,N64,Yes
75,z07nxx9y,75,http://www.speedrun.com/sm64/run/z07nxx9y,2909,2909,GothicLogic,United Kingdom,N64,Yes
76,zqvl259m,75,http://www.speedrun.com/sm64/run/zqvl259m,2909,2909,Tabascoth,Austria,N64,Yes
77,zgrjqxem,78,http://www.speedrun.com/sm64/run/zgrjqxem,2910,2910,saksdal,United States,N64,Yes
78,m3q9n0wy,79,http://www.speedrun.com/sm64/run/m3q9n0wy,2911,2911,PKT_S,France,N64,Yes
79,zxqkek8m,80,http://www.speedrun.com/sm64/run/zxqkek8m,2912,2912,Xein64,Germany,N64,Yes
80,y2re819m,81,http://www.speedrun.com/sm64/run/y2re819m,2914,2914,Kayleee,Canada,N64,Yes
81,y6q9pkqz,82,http://www.speedrun.com/sm64/run/y6q9pkqz,2915,2915,Cysse,France,EMU,Yes
82,y9w080kz,83,http://www.speedrun.com/sm64/run/y9w080kz,2917,2917,Bombs,United States,N64,Yes
83,y96n6n2y,84,http://www.speedrun.com/sm64/run/y96n6n2y,2918,2918,mads_x3,Australia,N64,Yes
84,m7o5rpwy,85,http://www.speedrun.com/sm64/run/m7o5rpwy,2919,2919,BigCheese,United States,VC,Yes
85,z5w66nnz,85,http://www.speedrun.com/sm64/run/z5w66nnz,2919,2919,squimmie,United States,N64,Yes
86,z160g7wm,85,http://www.speedrun.com/sm64/run/z160g7wm,2919,2919,BenedictFleur123,Netherlands,EMU,Yes
87,y6j1onpm,88,http://www.speedrun.com/sm64/run/y6j1onpm,2920,2920,Dackage,United States,EMU,Yes
88,m7wn419z,89,http://www.speedrun.com/sm64/run/m7wn419z,2921,2921,Flandral,Brazil,EMU,Yes
89,ywxdw40m,89,http://www.speedrun.com/sm64/run/ywxdw40m,2921,2921,NotGorilla,Sweden,EMU,Yes
90,z5gxe55m,89,http://www.speedrun.com/sm64/run/z5gxe55m,2921,2921,Nils,Sweden,N64,Yes
91,y405k2nz,89,http://www.speedrun.com/sm64/run/y405k2nz,2921,2921,xWicko,Australia,N64,Yes
92,y6lgewjy,93,http://www.speedrun.com/sm64/run/y6lgewjy,2922,2922,Shans,Australia,EMU,Yes
93,mkwn45lm,94,http://www.speedrun.com/sm64/run/mkwn45lm,2924,2924,noso,Australia,EMU,Yes
94,9mewgx3m,95,http://www.speedrun.com/sm64/run/9mewgx3m,2925,2925,Animazism,Wales,N64,No
95,jy9p82em,96,http://www.speedrun.com/sm64/run/jy9p82em,2926,2926,bluntslide42,United States,VC,Yes
96,y6pok91m,96,http://www.speedrun.com/sm64/run/y6pok91m,2926,2926,TriforceTK,United States,EMU,Yes
97,z0lxd2oz,96,http://www.speedrun.com/sm64/run/z0lxd2oz,2926,2926,kryptic80,United States,N64,Yes
98,yo7n067m,99,http://www.speedrun.com/sm64/run/yo7n067m,2927,2927,Terji,Faroe Islands,N64,Yes
99,yl7kk5xm,99,http://www.speedrun.com/sm64/run/yl7kk5xm,2927,2927,Frost_Byte,United States,N64,Yes
