Unnamed: 0,id,place,speedrun_link,primary_time_seconds,real_time_seconds,player_name,player_country,platform,verified
17,zqq6lg8z,18,http://www.speedrun.com/sm64/run/zqq6lg8z,5901,5901,Mauir,Chile,EMU,Yes
18,mewvv6qm,19,http://www.speedrun.com/sm64/run/mewvv6qm,5909,5909,Dowsky,United States,N64,Yes
19,y22v547y,20,http://www.speedrun.com/sm64/run/y22v547y,5925,5925,tokumeiR,Antarctica,N64,Yes
20,mepjx8qy,21,http://www.speedrun.com/sm64/run/mepjx8qy,5932,5932,jaquarium,United States,N64,Yes
21,ylx9nl2y,22,http://www.speedrun.com/sm64/run/ylx9nl2y,5933,5933,GothicLogic,United Kingdom,N64,Yes
22,yj1660ny,23,http://www.speedrun.com/sm64/run/yj1660ny,5934,5934,hokorobi,Japan,N64,Yes
23,m3rw82gm,23,http://www.speedrun.com/sm64/run/m3rw82gm,5934,5934,Taggo,Sweden,N64,Yes
24,yj98g3nz,25,http://www.speedrun.com/sm64/run/yj98g3nz,5938,5938,Dekudude,England,N64,Yes
25,yo6l0jjy,26,http://www.speedrun.com/sm64/run/yo6l0jjy,5940,5940,Paracusia,Australia,N64,Yes
26,z0q6w0om,27,http://www.speedrun.com/sm64/run/z0q6w0om,5942,5942,taciturn,United States,EMU,Yes
27,yoo9q01y,28,http://www.speedrun.com/sm64/run/yoo9q01y,5947,5947,Dwhatever,Germany,N64,Yes
28,z0dqjvoy,29,http://www.speedrun.com/sm64/run/z0dqjvoy,5949,5949,BlueBob,Canada,N64,Yes
29,zn5r368z,30,http://www.speedrun.com/sm64/run/zn5r368z,5951,5951,Avatar,United States,N64,Yes
30,yj9ko9oz,31,http://www.speedrun.com/sm64/run/yj9ko9oz,5959,5959,RianDiCielo,Panama,VC,Yes
31,y9ek9jez,31,http://www.speedrun.com/sm64/run/y9ek9jez,5959,5959,ANYUJIN,Japan,N64,Yes
32,zxj8drky,33,http://www.speedrun.com/sm64/run/zxj8drky,5961,5961,Sabxander,Romania,N64,Yes
33,yv520xem,34,http://www.speedrun.com/sm64/run/yv520xem,5962,5962,Gainai,Germany,N64,Yes
34,me9gv8qz,35,http://www.speedrun.com/sm64/run/me9gv8qz,5968,5968,Nebula,Australia,EMU,Yes
35,mr0eee8m,36,http://www.speedrun.com/sm64/run/mr0eee8m,5971,5971,HorrorDoesSpeedRuns,United States,N64,Yes
36,m7e2xp9z,37,http://www.speedrun.com/sm64/run/m7e2xp9z,5984,5984,Odme_,United States,VC,Yes
37,y9e28w2z,38,http://www.speedrun.com/sm64/run/y9e28w2z,5986,5986,crazywhw,United States,N64,Yes
38,zgdl76vz,39,http://www.speedrun.com/sm64/run/zgdl76vz,5991,5991,Sigotu,Poland,EMU,Yes
39,yvpqvdoy,39,http://www.speedrun.com/sm64/run/yvpqvdoy,5991,5991,Taki,Canada,N64,Yes
40,z5glw7jm,41,http://www.speedrun.com/sm64/run/z5glw7jm,5993,5993,sorichi,Japan,N64,Yes
41,m322jedy,41,http://www.speedrun.com/sm64/run/m322jedy,5993,5993,EthanRTA,United States,N64,Yes
42,mkp3v5ly,43,http://www.speedrun.com/sm64/run/mkp3v5ly,5994,5994,FailmanFlo,Germany,N64,Yes
43,znqg927z,44,http://www.speedrun.com/sm64/run/znqg927z,5997,5997,Terji,Faroe Islands,N64,Yes
44,mep0r58y,45,http://www.speedrun.com/sm64/run/mep0r58y,6001,6001,darkdog47,United States,N64,Yes
45,zxoron8z,46,http://www.speedrun.com/sm64/run/zxoron8z,6003,6003,nindiddeh,United States,N64,Yes
46,mkww1k5m,47,http://www.speedrun.com/sm64/run/mkww1k5m,6004,6004,Zapy,Japan,N64,Yes
47,zn2pjd7z,48,http://www.speedrun.com/sm64/run/zn2pjd7z,6020,6020,Drac,Brazil,N64,Yes
48,mk76r9vy,49,http://www.speedrun.com/sm64/run/mk76r9vy,6021,6021,RockChalk19,United States,N64,Yes
49,ywklo8py,50,http://www.speedrun.com/sm64/run/ywklo8py,6025,6025,kagami,Japan,N64,Yes
50,z00vj18z,51,http://www.speedrun.com/sm64/run/z00vj18z,6038,6038,meephs,,N64,Yes
51,z0q19kem,52,http://www.speedrun.com/sm64/run/z0q19kem,6039,6039,piegolds,Australia,EMU,Yes
52,znq5508z,53,http://www.speedrun.com/sm64/run/znq5508z,6040,6040,Aleph64,Germany,VC,Yes
53,m7vn620m,53,http://www.speedrun.com/sm64/run/m7vn620m,6040,6040,dista,United States,N64,Yes
54,m756d39z,55,http://www.speedrun.com/sm64/run/m756d39z,6043,6043,Fafel,Japan,N64,Yes
55,yvvdqd4y,56,http://www.speedrun.com/sm64/run/yvvdqd4y,6046,6046,Soda,,VC,Yes
56,y6jd8dpm,57,http://www.speedrun.com/sm64/run/y6jd8dpm,6048,6048,squimmie,United States,N64,Yes
57,mel2k72z,58,http://www.speedrun.com/sm64/run/mel2k72z,6049,6049,Zhilkan,Spain,EMU,Yes
58,y6jx420m,59,http://www.speedrun.com/sm64/run/y6jx420m,6053,6053,Wilko,Germany,N64,Yes
59,y6j9pk0m,60,http://www.speedrun.com/sm64/run/y6j9pk0m,6057,6057,happydude124,United States,EMU,Yes
60,y625xj1z,61,http://www.speedrun.com/sm64/run/y625xj1z,6059,6059,KobrahCJ,United States,N64,Yes
61,m3wk0xqy,62,http://www.speedrun.com/sm64/run/m3wk0xqy,6061,6061,Chemus,Brazil,EMU,Yes
62,zp6qwonm,63,http://www.speedrun.com/sm64/run/zp6qwonm,6062,6062,vitroncio,Brazil,N64,Yes
63,y68n55qz,64,http://www.speedrun.com/sm64/run/y68n55qz,6063,6063,rig_,Canada,N64,Yes
64,yj9p0vnz,65,http://www.speedrun.com/sm64/run/yj9p0vnz,6075,6075,kryptic80,United States,N64,Yes
65,zpkpg3ny,66,http://www.speedrun.com/sm64/run/zpkpg3ny,6076,6076,Blakeo2,England,N64,Yes
66,z0krjoom,67,http://www.speedrun.com/sm64/run/z0krjoom,6087,6087,bev_prune_,Australia,N64,Yes
67,zxq9oj8m,68,http://www.speedrun.com/sm64/run/zxq9oj8m,6097,6097,JJsrl,United States,VC,Yes
68,mk5qk71m,69,http://www.speedrun.com/sm64/run/mk5qk71m,6101,6101,Tabascoth,Austria,N64,Yes
69,zp36e98m,70,http://www.speedrun.com/sm64/run/zp36e98m,6103,6103,Goldrush,Japan,N64,Yes
70,y6j4r11m,71,http://www.speedrun.com/sm64/run/y6j4r11m,6105,6105,Rynnoo,United States,N64,Yes
71,z1k0oo7y,72,http://www.speedrun.com/sm64/run/z1k0oo7y,6109,6109,ringo792,United States,N64,Yes
72,yll80d3y,73,http://www.speedrun.com/sm64/run/yll80d3y,6110,6110,Redmoss,United States,N64,Yes
73,z0jqn4jy,74,http://www.speedrun.com/sm64/run/z0jqn4jy,6114,6114,Finnii602,Germany,VC,Yes
74,z0kl05em,75,http://www.speedrun.com/sm64/run/z0kl05em,6115,6115,Kayleee,Canada,N64,Yes
75,zg8ek7vy,75,http://www.speedrun.com/sm64/run/zg8ek7vy,6115,6115,Leysauce,United States,N64,Yes
76,z00gwk4z,77,http://www.speedrun.com/sm64/run/z00gwk4z,6117,6117,ElDeve,Argentina,EMU,Yes
77,z0xvp5ez,78,http://www.speedrun.com/sm64/run/z0xvp5ez,6119,6119,Frost_Byte,United States,N64,Yes
78,z1qk139y,79,http://www.speedrun.com/sm64/run/z1qk139y,6122,6122,Afrodafro,Norway,N64,Yes
79,ydookowz,80,http://www.speedrun.com/sm64/run/ydookowz,6126,6126,noso,Australia,EMU,Yes
80,yje0lw7m,81,http://www.speedrun.com/sm64/run/yje0lw7m,6127,6127,GoodGrieth,,N64,Yes
81,6yj9rdzd,82,http://www.speedrun.com/sm64/run/6yj9rdzd,6129,6129,nero_x2,Japan,N64,Yes
82,yvj908oy,83,http://www.speedrun.com/sm64/run/yvj908oy,6130,6130,groovy31,Finland,N64,Yes
83,yl99de3y,84,http://www.speedrun.com/sm64/run/yl99de3y,6133,6133,GUTOA,Japan,N64,Yes
84,zx722n5y,85,http://www.speedrun.com/sm64/run/zx722n5y,6134,6134,badroenis,United States,N64,Yes
85,yj3r6k7z,86,http://www.speedrun.com/sm64/run/yj3r6k7z,6143,6143,Shans,Australia,EMU,No
86,y2r55d7m,86,http://www.speedrun.com/sm64/run/y2r55d7m,6143,6143,King_bay,Japan,N64,Yes
87,yvjrweoy,88,http://www.speedrun.com/sm64/run/yvjrweoy,6144,6144,phantaxx,United States,N64,Yes
88,y9v5v92m,88,http://www.speedrun.com/sm64/run/y9v5v92m,6144,6144,ChipGroove,United States,N64,Yes
89,y91ndn2m,90,http://www.speedrun.com/sm64/run/y91ndn2m,6146,6146,akki,Japan,N64,Yes
90,emk5kgxm,91,http://www.speedrun.com/sm64/run/emk5kgxm,6148,6148,toastrider91,Chad,N64,Yes
91,z5pdjrgm,92,http://www.speedrun.com/sm64/run/z5pdjrgm,6153,6153,saksdal,United States,N64,Yes
92,y8w5o2ny,92,http://www.speedrun.com/sm64/run/y8w5o2ny,6153,6153,taylor3311,Japan,N64,Yes
93,zg61vj0m,94,http://www.speedrun.com/sm64/run/zg61vj0m,6155,6155,BenedictFleur123,Netherlands,EMU,Yes
94,zx4e5lky,95,http://www.speedrun.com/sm64/run/zx4e5lky,6162,6162,V1RO,Canada,N64,Yes
95,z5dqn9em,96,http://www.speedrun.com/sm64/run/z5dqn9em,6166,6166,Heisenburger,United States,N64,Yes
96,yvr5398z,97,http://www.speedrun.com/sm64/run/yvr5398z,6172,6172,Bluth,United States,N64,No
97,m37g7q4z,98,http://www.speedrun.com/sm64/run/m37g7q4z,6173,6173,chubby,Norway,N64,Yes
98,y4o941kz,99,http://www.speedrun.com/sm64/run/y4o941kz,6175,6175,mads_x3,Australia,N64,Yes
99,ydj66ljy,100,http://www.speedrun.com/sm64/run/ydj66ljy,6181,6181,markinator99,United States,N64,Yes
